,dt,AverageTemperature,State
24709,1796-01-01,26.534,Andaman And Nicobar
24710,1796-02-01,26.294,Andaman And Nicobar
24711,1796-03-01,26.18,Andaman And Nicobar
24712,1796-04-01,27.942,Andaman And Nicobar
24713,1796-05-01,28.651,Andaman And Nicobar
24714,1796-06-01,28.307,Andaman And Nicobar
24715,1796-07-01,27.482,Andaman And Nicobar
24716,1796-08-01,28.025,Andaman And Nicobar
24717,1796-09-01,27.185,Andaman And Nicobar
24718,1796-10-01,26.808000000000003,Andaman And Nicobar
24719,1796-11-01,26.646,Andaman And Nicobar
24720,1796-12-01,24.796,Andaman And Nicobar
24721,1797-01-01,,Andaman And Nicobar
24722,1797-02-01,,Andaman And Nicobar
24723,1797-03-01,26.717,Andaman And Nicobar
24724,1797-04-01,27.111,Andaman And Nicobar
24725,1797-05-01,27.855999999999998,Andaman And Nicobar
24726,1797-06-01,28.733,Andaman And Nicobar
24727,1797-07-01,27.436,Andaman And Nicobar
24728,1797-08-01,27.955,Andaman And Nicobar
24729,1797-09-01,27.281,Andaman And Nicobar
24730,1797-10-01,26.412,Andaman And Nicobar
24731,1797-11-01,25.62,Andaman And Nicobar
24732,1797-12-01,26.513,Andaman And Nicobar
24733,1798-01-01,26.754,Andaman And Nicobar
24734,1798-02-01,26.55,Andaman And Nicobar
24735,1798-03-01,28.337,Andaman And Nicobar
24736,1798-04-01,,Andaman And Nicobar
24737,1798-05-01,,Andaman And Nicobar
24738,1798-06-01,28.191,Andaman And Nicobar
24739,1798-07-01,28.559,Andaman And Nicobar
24740,1798-08-01,28.413,Andaman And Nicobar
24741,1798-09-01,27.134,Andaman And Nicobar
24742,1798-10-01,26.555,Andaman And Nicobar
24743,1798-11-01,27.18,Andaman And Nicobar
24744,1798-12-01,26.073,Andaman And Nicobar
24745,1799-01-01,26.119,Andaman And Nicobar
24746,1799-02-01,24.997,Andaman And Nicobar
24747,1799-03-01,26.937,Andaman And Nicobar
24748,1799-04-01,28.779,Andaman And Nicobar
24749,1799-05-01,28.811999999999998,Andaman And Nicobar
24750,1799-06-01,28.789,Andaman And Nicobar
24751,1799-07-01,27.907,Andaman And Nicobar
24752,1799-08-01,28.007,Andaman And Nicobar
24753,1799-09-01,27.357,Andaman And Nicobar
24754,1799-10-01,27.342,Andaman And Nicobar
24755,1799-11-01,26.732,Andaman And Nicobar
24756,1799-12-01,26.256,Andaman And Nicobar
24757,1800-01-01,26.526,Andaman And Nicobar
24758,1800-02-01,26.919,Andaman And Nicobar
24759,1800-03-01,26.792,Andaman And Nicobar
24760,1800-04-01,29.179,Andaman And Nicobar
24761,1800-05-01,27.943,Andaman And Nicobar
24762,1800-06-01,28.18,Andaman And Nicobar
24763,1800-07-01,27.136,Andaman And Nicobar
24764,1800-08-01,27.392,Andaman And Nicobar
24765,1800-09-01,26.162,Andaman And Nicobar
24766,1800-10-01,27.065,Andaman And Nicobar
24767,1800-11-01,27.01,Andaman And Nicobar
24768,1800-12-01,27.07,Andaman And Nicobar
24769,1801-01-01,26.901999999999997,Andaman And Nicobar
24770,1801-02-01,25.966,Andaman And Nicobar
24771,1801-03-01,29.001,Andaman And Nicobar
24772,1801-04-01,,Andaman And Nicobar
24773,1801-05-01,,Andaman And Nicobar
24774,1801-06-01,27.531,Andaman And Nicobar
24775,1801-07-01,27.951999999999998,Andaman And Nicobar
24776,1801-08-01,27.271,Andaman And Nicobar
24777,1801-09-01,26.81,Andaman And Nicobar
24778,1801-10-01,26.736,Andaman And Nicobar
24779,1801-11-01,26.942,Andaman And Nicobar
24780,1801-12-01,27.762,Andaman And Nicobar
24781,1802-01-01,27.42,Andaman And Nicobar
24782,1802-02-01,26.81,Andaman And Nicobar
24783,1802-03-01,28.721,Andaman And Nicobar
24784,1802-04-01,28.494,Andaman And Nicobar
24785,1802-05-01,27.774,Andaman And Nicobar
24786,1802-06-01,29.291,Andaman And Nicobar
24787,1802-07-01,28.404,Andaman And Nicobar
24788,1802-08-01,27.914,Andaman And Nicobar
24789,1802-09-01,27.765,Andaman And Nicobar
24790,1802-10-01,27.305999999999997,Andaman And Nicobar
24791,1802-11-01,26.666,Andaman And Nicobar
24792,1802-12-01,26.205,Andaman And Nicobar
24793,1803-01-01,24.924,Andaman And Nicobar
24794,1803-02-01,25.281,Andaman And Nicobar
24795,1803-03-01,27.185,Andaman And Nicobar
24796,1803-04-01,29.045,Andaman And Nicobar
24797,1803-05-01,28.924,Andaman And Nicobar
24798,1803-06-01,28.532,Andaman And Nicobar
24799,1803-07-01,28.498,Andaman And Nicobar
24800,1803-08-01,29.134,Andaman And Nicobar
24801,1803-09-01,27.899,Andaman And Nicobar
24802,1803-10-01,27.037,Andaman And Nicobar
24803,1803-11-01,27.166,Andaman And Nicobar
24804,1803-12-01,26.226,Andaman And Nicobar
24805,1804-01-01,26.768,Andaman And Nicobar
24806,1804-02-01,26.057,Andaman And Nicobar
24807,1804-03-01,27.066,Andaman And Nicobar
24808,1804-04-01,29.898000000000003,Andaman And Nicobar
24809,1804-05-01,29.275,Andaman And Nicobar
24810,1804-06-01,28.793000000000006,Andaman And Nicobar
24811,1804-07-01,29.268,Andaman And Nicobar
24812,1804-08-01,28.132,Andaman And Nicobar
24813,1804-09-01,27.687,Andaman And Nicobar
24814,1804-10-01,26.866,Andaman And Nicobar
24815,1804-11-01,28.048,Andaman And Nicobar
24816,1804-12-01,25.904,Andaman And Nicobar
24817,1805-01-01,26.647,Andaman And Nicobar
24818,1805-02-01,26.102,Andaman And Nicobar
24819,1805-03-01,27.883000000000006,Andaman And Nicobar
24820,1805-04-01,27.801,Andaman And Nicobar
24821,1805-05-01,28.609,Andaman And Nicobar
24822,1805-06-01,28.83,Andaman And Nicobar
24823,1805-07-01,27.738000000000003,Andaman And Nicobar
24824,1805-08-01,28.628,Andaman And Nicobar
24825,1805-09-01,27.162,Andaman And Nicobar
24826,1805-10-01,25.491,Andaman And Nicobar
24827,1805-11-01,26.241,Andaman And Nicobar
24828,1805-12-01,27.504,Andaman And Nicobar
24829,1806-01-01,26.587,Andaman And Nicobar
24830,1806-02-01,26.181,Andaman And Nicobar
24831,1806-03-01,26.952,Andaman And Nicobar
24832,1806-04-01,28.109,Andaman And Nicobar
24833,1806-05-01,28.62,Andaman And Nicobar
24834,1806-06-01,26.991999999999997,Andaman And Nicobar
24835,1806-07-01,27.559,Andaman And Nicobar
24836,1806-08-01,28.261,Andaman And Nicobar
24837,1806-09-01,28.004,Andaman And Nicobar
24838,1806-10-01,26.407,Andaman And Nicobar
24839,1806-11-01,26.761999999999997,Andaman And Nicobar
24840,1806-12-01,27.108,Andaman And Nicobar
24841,1807-01-01,25.331999999999997,Andaman And Nicobar
24842,1807-02-01,26.076,Andaman And Nicobar
24843,1807-03-01,,Andaman And Nicobar
24844,1807-04-01,,Andaman And Nicobar
24845,1807-05-01,26.483,Andaman And Nicobar
24846,1807-06-01,28.371,Andaman And Nicobar
24847,1807-07-01,28.112,Andaman And Nicobar
24848,1807-08-01,27.777,Andaman And Nicobar
24849,1807-09-01,27.713,Andaman And Nicobar
24850,1807-10-01,26.359,Andaman And Nicobar
24851,1807-11-01,26.813,Andaman And Nicobar
24852,1807-12-01,27.734,Andaman And Nicobar
24853,1808-01-01,,Andaman And Nicobar
24854,1808-02-01,,Andaman And Nicobar
24855,1808-03-01,,Andaman And Nicobar
24856,1808-04-01,,Andaman And Nicobar
24857,1808-05-01,,Andaman And Nicobar
24858,1808-06-01,,Andaman And Nicobar
24859,1808-07-01,,Andaman And Nicobar
24860,1808-08-01,,Andaman And Nicobar
24861,1808-09-01,,Andaman And Nicobar
24862,1808-10-01,,Andaman And Nicobar
24863,1808-11-01,,Andaman And Nicobar
24864,1808-12-01,,Andaman And Nicobar
24865,1809-01-01,,Andaman And Nicobar
24866,1809-02-01,,Andaman And Nicobar
24867,1809-03-01,,Andaman And Nicobar
24868,1809-04-01,,Andaman And Nicobar
24869,1809-05-01,,Andaman And Nicobar
24870,1809-06-01,,Andaman And Nicobar
24871,1809-07-01,,Andaman And Nicobar
24872,1809-08-01,,Andaman And Nicobar
24873,1809-09-01,,Andaman And Nicobar
24874,1809-10-01,,Andaman And Nicobar
24875,1809-11-01,,Andaman And Nicobar
24876,1809-12-01,,Andaman And Nicobar
24877,1810-01-01,,Andaman And Nicobar
24878,1810-02-01,,Andaman And Nicobar
24879,1810-03-01,,Andaman And Nicobar
24880,1810-04-01,,Andaman And Nicobar
24881,1810-05-01,,Andaman And Nicobar
24882,1810-06-01,,Andaman And Nicobar
24883,1810-07-01,,Andaman And Nicobar
24884,1810-08-01,,Andaman And Nicobar
24885,1810-09-01,,Andaman And Nicobar
24886,1810-10-01,,Andaman And Nicobar
24887,1810-11-01,,Andaman And Nicobar
24888,1810-12-01,,Andaman And Nicobar
24889,1811-01-01,,Andaman And Nicobar
24890,1811-02-01,,Andaman And Nicobar
24891,1811-03-01,,Andaman And Nicobar
24892,1811-04-01,,Andaman And Nicobar
24893,1811-05-01,,Andaman And Nicobar
24894,1811-06-01,,Andaman And Nicobar
24895,1811-07-01,,Andaman And Nicobar
24896,1811-08-01,,Andaman And Nicobar
24897,1811-09-01,,Andaman And Nicobar
24898,1811-10-01,,Andaman And Nicobar
24899,1811-11-01,,Andaman And Nicobar
24900,1811-12-01,,Andaman And Nicobar
24901,1812-01-01,,Andaman And Nicobar
24902,1812-02-01,,Andaman And Nicobar
24903,1812-03-01,,Andaman And Nicobar
24904,1812-04-01,,Andaman And Nicobar
24905,1812-05-01,,Andaman And Nicobar
24906,1812-06-01,,Andaman And Nicobar
24907,1812-07-01,,Andaman And Nicobar
24908,1812-08-01,,Andaman And Nicobar
24909,1812-09-01,,Andaman And Nicobar
24910,1812-10-01,,Andaman And Nicobar
24911,1812-11-01,,Andaman And Nicobar
24912,1812-12-01,,Andaman And Nicobar
24913,1813-01-01,23.680999999999997,Andaman And Nicobar
24914,1813-02-01,25.577,Andaman And Nicobar
24915,1813-03-01,25.133000000000006,Andaman And Nicobar
24916,1813-04-01,28.6,Andaman And Nicobar
24917,1813-05-01,29.166999999999998,Andaman And Nicobar
24918,1813-06-01,27.317,Andaman And Nicobar
24919,1813-07-01,27.55,Andaman And Nicobar
24920,1813-08-01,26.684,Andaman And Nicobar
24921,1813-09-01,27.096,Andaman And Nicobar
24922,1813-10-01,25.924,Andaman And Nicobar
24923,1813-11-01,27.666,Andaman And Nicobar
24924,1813-12-01,25.263,Andaman And Nicobar
24925,1814-01-01,24.87,Andaman And Nicobar
24926,1814-02-01,25.726,Andaman And Nicobar
24927,1814-03-01,26.102,Andaman And Nicobar
24928,1814-04-01,27.201999999999998,Andaman And Nicobar
24929,1814-05-01,,Andaman And Nicobar
24930,1814-06-01,27.798,Andaman And Nicobar
24931,1814-07-01,25.961,Andaman And Nicobar
24932,1814-08-01,26.639,Andaman And Nicobar
24933,1814-09-01,25.801,Andaman And Nicobar
24934,1814-10-01,25.178,Andaman And Nicobar
24935,1814-11-01,27.561,Andaman And Nicobar
24936,1814-12-01,28.199,Andaman And Nicobar
24937,1815-01-01,25.458,Andaman And Nicobar
24938,1815-02-01,26.254,Andaman And Nicobar
24939,1815-03-01,26.106,Andaman And Nicobar
24940,1815-04-01,27.853,Andaman And Nicobar
24941,1815-05-01,27.693,Andaman And Nicobar
24942,1815-06-01,25.469,Andaman And Nicobar
24943,1815-07-01,27.104,Andaman And Nicobar
24944,1815-08-01,26.925,Andaman And Nicobar
24945,1815-09-01,26.359,Andaman And Nicobar
24946,1815-10-01,24.763,Andaman And Nicobar
24947,1815-11-01,25.3,Andaman And Nicobar
24948,1815-12-01,24.756,Andaman And Nicobar
24949,1816-01-01,25.983,Andaman And Nicobar
24950,1816-02-01,23.318,Andaman And Nicobar
24951,1816-03-01,26.249,Andaman And Nicobar
24952,1816-04-01,27.076,Andaman And Nicobar
24953,1816-05-01,28.081999999999997,Andaman And Nicobar
24954,1816-06-01,26.916,Andaman And Nicobar
24955,1816-07-01,25.603,Andaman And Nicobar
24956,1816-08-01,26.218000000000004,Andaman And Nicobar
24957,1816-09-01,25.244,Andaman And Nicobar
24958,1816-10-01,23.903,Andaman And Nicobar
24959,1816-11-01,25.344,Andaman And Nicobar
24960,1816-12-01,25.216,Andaman And Nicobar
24961,1817-01-01,25.363000000000003,Andaman And Nicobar
24962,1817-02-01,26.22,Andaman And Nicobar
24963,1817-03-01,26.656,Andaman And Nicobar
24964,1817-04-01,27.805999999999997,Andaman And Nicobar
24965,1817-05-01,26.844,Andaman And Nicobar
24966,1817-06-01,25.991999999999997,Andaman And Nicobar
24967,1817-07-01,26.095,Andaman And Nicobar
24968,1817-08-01,27.094,Andaman And Nicobar
24969,1817-09-01,24.378,Andaman And Nicobar
24970,1817-10-01,24.474,Andaman And Nicobar
24971,1817-11-01,25.78,Andaman And Nicobar
24972,1817-12-01,24.695,Andaman And Nicobar
24973,1818-01-01,25.505,Andaman And Nicobar
24974,1818-02-01,24.954,Andaman And Nicobar
24975,1818-03-01,27.289,Andaman And Nicobar
24976,1818-04-01,28.824,Andaman And Nicobar
24977,1818-05-01,28.6,Andaman And Nicobar
24978,1818-06-01,27.998,Andaman And Nicobar
24979,1818-07-01,26.08,Andaman And Nicobar
24980,1818-08-01,26.273000000000003,Andaman And Nicobar
24981,1818-09-01,25.387,Andaman And Nicobar
24982,1818-10-01,24.680999999999997,Andaman And Nicobar
24983,1818-11-01,25.924,Andaman And Nicobar
24984,1818-12-01,25.661,Andaman And Nicobar
24985,1819-01-01,24.05,Andaman And Nicobar
24986,1819-02-01,24.856,Andaman And Nicobar
24987,1819-03-01,25.701999999999998,Andaman And Nicobar
24988,1819-04-01,26.747,Andaman And Nicobar
24989,1819-05-01,27.208,Andaman And Nicobar
24990,1819-06-01,27.135,Andaman And Nicobar
24991,1819-07-01,26.461,Andaman And Nicobar
24992,1819-08-01,26.437,Andaman And Nicobar
24993,1819-09-01,25.926,Andaman And Nicobar
24994,1819-10-01,26.166999999999998,Andaman And Nicobar
24995,1819-11-01,26.381999999999998,Andaman And Nicobar
24996,1819-12-01,25.375,Andaman And Nicobar
24997,1820-01-01,24.308000000000003,Andaman And Nicobar
24998,1820-02-01,24.786,Andaman And Nicobar
24999,1820-03-01,26.568,Andaman And Nicobar
25000,1820-04-01,28.474,Andaman And Nicobar
25001,1820-05-01,27.875,Andaman And Nicobar
25002,1820-06-01,27.275,Andaman And Nicobar
25003,1820-07-01,26.569000000000006,Andaman And Nicobar
25004,1820-08-01,26.034,Andaman And Nicobar
25005,1820-09-01,26.154,Andaman And Nicobar
25006,1820-10-01,25.443,Andaman And Nicobar
25007,1820-11-01,25.855999999999998,Andaman And Nicobar
25008,1820-12-01,25.298,Andaman And Nicobar
25009,1821-01-01,26.791,Andaman And Nicobar
25010,1821-02-01,27.039,Andaman And Nicobar
25011,1821-03-01,27.705,Andaman And Nicobar
25012,1821-04-01,27.34,Andaman And Nicobar
25013,1821-05-01,28.267,Andaman And Nicobar
25014,1821-06-01,27.383000000000006,Andaman And Nicobar
25015,1821-07-01,26.669,Andaman And Nicobar
25016,1821-08-01,26.963,Andaman And Nicobar
25017,1821-09-01,25.353,Andaman And Nicobar
25018,1821-10-01,25.845,Andaman And Nicobar
25019,1821-11-01,26.873,Andaman And Nicobar
25020,1821-12-01,26.381,Andaman And Nicobar
25021,1822-01-01,26.916999999999998,Andaman And Nicobar
25022,1822-02-01,27.799,Andaman And Nicobar
25023,1822-03-01,29.551,Andaman And Nicobar
25024,1822-04-01,27.908,Andaman And Nicobar
25025,1822-05-01,28.048,Andaman And Nicobar
25026,1822-06-01,27.401,Andaman And Nicobar
25027,1822-07-01,27.326,Andaman And Nicobar
25028,1822-08-01,26.556,Andaman And Nicobar
25029,1822-09-01,25.734,Andaman And Nicobar
25030,1822-10-01,25.255,Andaman And Nicobar
25031,1822-11-01,25.724,Andaman And Nicobar
25032,1822-12-01,25.256,Andaman And Nicobar
25033,1823-01-01,26.214,Andaman And Nicobar
25034,1823-02-01,26.224,Andaman And Nicobar
25035,1823-03-01,27.376,Andaman And Nicobar
25036,1823-04-01,28.281,Andaman And Nicobar
25037,1823-05-01,27.967,Andaman And Nicobar
25038,1823-06-01,28.27,Andaman And Nicobar
25039,1823-07-01,27.37,Andaman And Nicobar
25040,1823-08-01,26.566,Andaman And Nicobar
25041,1823-09-01,25.121,Andaman And Nicobar
25042,1823-10-01,25.693,Andaman And Nicobar
25043,1823-11-01,25.743,Andaman And Nicobar
25044,1823-12-01,26.418000000000006,Andaman And Nicobar
25045,1824-01-01,26.725,Andaman And Nicobar
25046,1824-02-01,26.351,Andaman And Nicobar
25047,1824-03-01,27.632,Andaman And Nicobar
25048,1824-04-01,28.204,Andaman And Nicobar
25049,1824-05-01,28.156,Andaman And Nicobar
25050,1824-06-01,28.185,Andaman And Nicobar
25051,1824-07-01,28.555,Andaman And Nicobar
25052,1824-08-01,27.253,Andaman And Nicobar
25053,1824-09-01,26.936,Andaman And Nicobar
25054,1824-10-01,25.535,Andaman And Nicobar
25055,1824-11-01,26.985,Andaman And Nicobar
25056,1824-12-01,28.242,Andaman And Nicobar
25057,1825-01-01,26.48,Andaman And Nicobar
25058,1825-02-01,26.436,Andaman And Nicobar
25059,1825-03-01,27.418000000000006,Andaman And Nicobar
25060,1825-04-01,28.511,Andaman And Nicobar
25061,1825-05-01,28.307,Andaman And Nicobar
25062,1825-06-01,28.141,Andaman And Nicobar
25063,1825-07-01,27.775,Andaman And Nicobar
25064,1825-08-01,26.81,Andaman And Nicobar
25065,1825-09-01,26.294,Andaman And Nicobar
25066,1825-10-01,26.107,Andaman And Nicobar
25067,1825-11-01,27.316,Andaman And Nicobar
25068,1825-12-01,26.344,Andaman And Nicobar
25069,1826-01-01,26.413,Andaman And Nicobar
25070,1826-02-01,25.324,Andaman And Nicobar
25071,1826-03-01,27.612,Andaman And Nicobar
25072,1826-04-01,28.476,Andaman And Nicobar
25073,1826-05-01,29.061999999999998,Andaman And Nicobar
25074,1826-06-01,27.323,Andaman And Nicobar
25075,1826-07-01,27.766,Andaman And Nicobar
25076,1826-08-01,26.537,Andaman And Nicobar
25077,1826-09-01,26.17,Andaman And Nicobar
25078,1826-10-01,26.268,Andaman And Nicobar
25079,1826-11-01,27.529,Andaman And Nicobar
25080,1826-12-01,28.061,Andaman And Nicobar
25081,1827-01-01,27.43,Andaman And Nicobar
25082,1827-02-01,26.969,Andaman And Nicobar
25083,1827-03-01,28.135,Andaman And Nicobar
25084,1827-04-01,28.965999999999998,Andaman And Nicobar
25085,1827-05-01,28.318,Andaman And Nicobar
25086,1827-06-01,27.919,Andaman And Nicobar
25087,1827-07-01,27.921,Andaman And Nicobar
25088,1827-08-01,27.139,Andaman And Nicobar
25089,1827-09-01,25.894,Andaman And Nicobar
25090,1827-10-01,25.999,Andaman And Nicobar
25091,1827-11-01,27.442,Andaman And Nicobar
25092,1827-12-01,26.334,Andaman And Nicobar
25093,1828-01-01,25.366,Andaman And Nicobar
25094,1828-02-01,25.75,Andaman And Nicobar
25095,1828-03-01,27.665,Andaman And Nicobar
25096,1828-04-01,28.022,Andaman And Nicobar
25097,1828-05-01,28.206,Andaman And Nicobar
25098,1828-06-01,28.609,Andaman And Nicobar
25099,1828-07-01,27.811,Andaman And Nicobar
25100,1828-08-01,27.103,Andaman And Nicobar
25101,1828-09-01,25.102,Andaman And Nicobar
25102,1828-10-01,26.159,Andaman And Nicobar
25103,1828-11-01,27.241999999999997,Andaman And Nicobar
25104,1828-12-01,26.78,Andaman And Nicobar
25105,1829-01-01,26.246,Andaman And Nicobar
25106,1829-02-01,25.273000000000003,Andaman And Nicobar
25107,1829-03-01,27.256,Andaman And Nicobar
25108,1829-04-01,27.689,Andaman And Nicobar
25109,1829-05-01,28.416999999999998,Andaman And Nicobar
25110,1829-06-01,27.629,Andaman And Nicobar
25111,1829-07-01,27.421,Andaman And Nicobar
25112,1829-08-01,26.955,Andaman And Nicobar
25113,1829-09-01,25.776,Andaman And Nicobar
25114,1829-10-01,26.458,Andaman And Nicobar
25115,1829-11-01,26.221,Andaman And Nicobar
25116,1829-12-01,26.246,Andaman And Nicobar
25117,1830-01-01,26.533,Andaman And Nicobar
25118,1830-02-01,26.978,Andaman And Nicobar
25119,1830-03-01,26.916,Andaman And Nicobar
25120,1830-04-01,28.272,Andaman And Nicobar
25121,1830-05-01,26.671999999999997,Andaman And Nicobar
25122,1830-06-01,27.509,Andaman And Nicobar
25123,1830-07-01,28.035,Andaman And Nicobar
25124,1830-08-01,26.833,Andaman And Nicobar
25125,1830-09-01,25.695,Andaman And Nicobar
25126,1830-10-01,25.866,Andaman And Nicobar
25127,1830-11-01,28.145,Andaman And Nicobar
25128,1830-12-01,27.586,Andaman And Nicobar
25129,1831-01-01,26.031,Andaman And Nicobar
25130,1831-02-01,26.149,Andaman And Nicobar
25131,1831-03-01,27.363000000000003,Andaman And Nicobar
25132,1831-04-01,27.388,Andaman And Nicobar
25133,1831-05-01,28.419,Andaman And Nicobar
25134,1831-06-01,28.05,Andaman And Nicobar
25135,1831-07-01,26.868,Andaman And Nicobar
25136,1831-08-01,26.227,Andaman And Nicobar
25137,1831-09-01,25.207,Andaman And Nicobar
25138,1831-10-01,25.511999999999997,Andaman And Nicobar
25139,1831-11-01,25.679,Andaman And Nicobar
25140,1831-12-01,25.855999999999998,Andaman And Nicobar
25141,1832-01-01,25.596999999999998,Andaman And Nicobar
25142,1832-02-01,25.317,Andaman And Nicobar
25143,1832-03-01,27.392,Andaman And Nicobar
25144,1832-04-01,28.23,Andaman And Nicobar
25145,1832-05-01,28.388,Andaman And Nicobar
25146,1832-06-01,,Andaman And Nicobar
25147,1832-07-01,27.596999999999998,Andaman And Nicobar
25148,1832-08-01,26.531,Andaman And Nicobar
25149,1832-09-01,25.405,Andaman And Nicobar
25150,1832-10-01,25.859,Andaman And Nicobar
25151,1832-11-01,25.855999999999998,Andaman And Nicobar
25152,1832-12-01,,Andaman And Nicobar
25153,1833-01-01,26.47,Andaman And Nicobar
25154,1833-02-01,26.457,Andaman And Nicobar
25155,1833-03-01,26.952,Andaman And Nicobar
25156,1833-04-01,27.627,Andaman And Nicobar
25157,1833-05-01,27.586,Andaman And Nicobar
25158,1833-06-01,27.933000000000003,Andaman And Nicobar
25159,1833-07-01,27.414,Andaman And Nicobar
25160,1833-08-01,26.59,Andaman And Nicobar
25161,1833-09-01,26.073,Andaman And Nicobar
25162,1833-10-01,25.633000000000006,Andaman And Nicobar
25163,1833-11-01,27.331999999999997,Andaman And Nicobar
25164,1833-12-01,26.883000000000006,Andaman And Nicobar
25165,1834-01-01,24.92,Andaman And Nicobar
25166,1834-02-01,26.249,Andaman And Nicobar
25167,1834-03-01,27.666,Andaman And Nicobar
25168,1834-04-01,27.561999999999998,Andaman And Nicobar
25169,1834-05-01,28.755,Andaman And Nicobar
25170,1834-06-01,27.28,Andaman And Nicobar
25171,1834-07-01,27.174,Andaman And Nicobar
25172,1834-08-01,26.835,Andaman And Nicobar
25173,1834-09-01,26.445,Andaman And Nicobar
25174,1834-10-01,25.934,Andaman And Nicobar
25175,1834-11-01,27.046,Andaman And Nicobar
25176,1834-12-01,27.128,Andaman And Nicobar
25177,1835-01-01,26.576999999999998,Andaman And Nicobar
25178,1835-02-01,26.222,Andaman And Nicobar
25179,1835-03-01,26.372,Andaman And Nicobar
25180,1835-04-01,26.982,Andaman And Nicobar
25181,1835-05-01,26.910999999999998,Andaman And Nicobar
25182,1835-06-01,26.514,Andaman And Nicobar
25183,1835-07-01,26.268,Andaman And Nicobar
25184,1835-08-01,25.89,Andaman And Nicobar
25185,1835-09-01,25.184,Andaman And Nicobar
25186,1835-10-01,25.359,Andaman And Nicobar
25187,1835-11-01,25.191,Andaman And Nicobar
25188,1835-12-01,25.004,Andaman And Nicobar
25189,1836-01-01,25.764,Andaman And Nicobar
25190,1836-02-01,25.78,Andaman And Nicobar
25191,1836-03-01,27.031,Andaman And Nicobar
25192,1836-04-01,27.258000000000006,Andaman And Nicobar
25193,1836-05-01,27.679,Andaman And Nicobar
25194,1836-06-01,27.535999999999998,Andaman And Nicobar
25195,1836-07-01,27.011,Andaman And Nicobar
25196,1836-08-01,26.326,Andaman And Nicobar
25197,1836-09-01,26.131999999999998,Andaman And Nicobar
25198,1836-10-01,26.416,Andaman And Nicobar
25199,1836-11-01,25.671999999999997,Andaman And Nicobar
25200,1836-12-01,26.593000000000004,Andaman And Nicobar
25201,1837-01-01,26.424,Andaman And Nicobar
25202,1837-02-01,26.566,Andaman And Nicobar
25203,1837-03-01,26.353,Andaman And Nicobar
25204,1837-04-01,26.473000000000006,Andaman And Nicobar
25205,1837-05-01,26.85,Andaman And Nicobar
25206,1837-06-01,26.936,Andaman And Nicobar
25207,1837-07-01,26.993,Andaman And Nicobar
25208,1837-08-01,26.78,Andaman And Nicobar
25209,1837-09-01,26.363000000000003,Andaman And Nicobar
25210,1837-10-01,25.658,Andaman And Nicobar
25211,1837-11-01,26.035999999999998,Andaman And Nicobar
25212,1837-12-01,26.607,Andaman And Nicobar
25213,1838-01-01,23.909,Andaman And Nicobar
25214,1838-02-01,25.175,Andaman And Nicobar
25215,1838-03-01,26.348000000000006,Andaman And Nicobar
25216,1838-04-01,27.739,Andaman And Nicobar
25217,1838-05-01,27.205,Andaman And Nicobar
25218,1838-06-01,27.483,Andaman And Nicobar
25219,1838-07-01,27.855,Andaman And Nicobar
25220,1838-08-01,27.131,Andaman And Nicobar
25221,1838-09-01,26.503,Andaman And Nicobar
25222,1838-10-01,26.241,Andaman And Nicobar
25223,1838-11-01,26.28,Andaman And Nicobar
25224,1838-12-01,26.320999999999998,Andaman And Nicobar
25225,1839-01-01,26.529,Andaman And Nicobar
25226,1839-02-01,26.939,Andaman And Nicobar
25227,1839-03-01,25.65,Andaman And Nicobar
25228,1839-04-01,27.611,Andaman And Nicobar
25229,1839-05-01,27.538,Andaman And Nicobar
25230,1839-06-01,27.241999999999997,Andaman And Nicobar
25231,1839-07-01,27.361,Andaman And Nicobar
25232,1839-08-01,26.854,Andaman And Nicobar
25233,1839-09-01,26.015,Andaman And Nicobar
25234,1839-10-01,26.397,Andaman And Nicobar
25235,1839-11-01,25.537,Andaman And Nicobar
25236,1839-12-01,25.832,Andaman And Nicobar
25237,1840-01-01,26.436999999999998,Andaman And Nicobar
25238,1840-02-01,26.428,Andaman And Nicobar
25239,1840-03-01,27.042,Andaman And Nicobar
25240,1840-04-01,27.456,Andaman And Nicobar
25241,1840-05-01,27.837,Andaman And Nicobar
25242,1840-06-01,27.441,Andaman And Nicobar
25243,1840-07-01,27.641,Andaman And Nicobar
25244,1840-08-01,27.09,Andaman And Nicobar
25245,1840-09-01,26.298,Andaman And Nicobar
25246,1840-10-01,26.024,Andaman And Nicobar
25247,1840-11-01,26.546999999999997,Andaman And Nicobar
25248,1840-12-01,26.211,Andaman And Nicobar
25249,1841-01-01,26.618,Andaman And Nicobar
25250,1841-02-01,26.387,Andaman And Nicobar
25251,1841-03-01,27.061,Andaman And Nicobar
25252,1841-04-01,27.579,Andaman And Nicobar
25253,1841-05-01,27.56,Andaman And Nicobar
25254,1841-06-01,27.671999999999997,Andaman And Nicobar
25255,1841-07-01,28.111,Andaman And Nicobar
25256,1841-08-01,27.462,Andaman And Nicobar
25257,1841-09-01,26.666,Andaman And Nicobar
25258,1841-10-01,26.288,Andaman And Nicobar
25259,1841-11-01,26.982,Andaman And Nicobar
25260,1841-12-01,27.036,Andaman And Nicobar
25261,1842-01-01,26.581999999999997,Andaman And Nicobar
25262,1842-02-01,26.839000000000002,Andaman And Nicobar
25263,1842-03-01,27.263,Andaman And Nicobar
25264,1842-04-01,27.581,Andaman And Nicobar
