,dt,AverageTemperature,State
456086,1995-07-01,28.142000000000003,Puducherry
456087,1995-08-01,28.17,Puducherry
456088,1995-09-01,28.191,Puducherry
456089,1995-10-01,27.356,Puducherry
456090,1995-11-01,26.754,Puducherry
456091,1995-12-01,25.284,Puducherry
456092,1996-01-01,25.573,Puducherry
456093,1996-02-01,26.683000000000003,Puducherry
456094,1996-03-01,28.6,Puducherry
456095,1996-04-01,29.728,Puducherry
456096,1996-05-01,31.188000000000002,Puducherry
456097,1996-06-01,28.943,Puducherry
456098,1996-07-01,28.29600000000001,Puducherry
456099,1996-08-01,27.954,Puducherry
456100,1996-09-01,27.646,Puducherry
456101,1996-10-01,26.994,Puducherry
456102,1996-11-01,26.592,Puducherry
456103,1996-12-01,24.803,Puducherry
456104,1997-01-01,25.078000000000007,Puducherry
456105,1997-02-01,26.243,Puducherry
456106,1997-03-01,28.544,Puducherry
456107,1997-04-01,29.227,Puducherry
456108,1997-05-01,30.722,Puducherry
456109,1997-06-01,30.103,Puducherry
456110,1997-07-01,28.983,Puducherry
456111,1997-08-01,28.65,Puducherry
456112,1997-09-01,28.296,Puducherry
456113,1997-10-01,27.422,Puducherry
456114,1997-11-01,26.782,Puducherry
456115,1997-12-01,26.586,Puducherry
456116,1998-01-01,26.581,Puducherry
456117,1998-02-01,27.708,Puducherry
456118,1998-03-01,29.325,Puducherry
456119,1998-04-01,30.935,Puducherry
456120,1998-05-01,31.455,Puducherry
456121,1998-06-01,30.459,Puducherry
456122,1998-07-01,28.789,Puducherry
456123,1998-08-01,28.369,Puducherry
456124,1998-09-01,27.934,Puducherry
456125,1998-10-01,27.204,Puducherry
456126,1998-11-01,26.782,Puducherry
456127,1998-12-01,25.225,Puducherry
456128,1999-01-01,25.019,Puducherry
456129,1999-02-01,26.881999999999998,Puducherry
456130,1999-03-01,29.026999999999997,Puducherry
456131,1999-04-01,29.79,Puducherry
456132,1999-05-01,29.38900000000001,Puducherry
456133,1999-06-01,28.977,Puducherry
456134,1999-07-01,28.456000000000003,Puducherry
456135,1999-08-01,28.243000000000002,Puducherry
456136,1999-09-01,28.418000000000006,Puducherry
456137,1999-10-01,26.981,Puducherry
456138,1999-11-01,26.35700000000001,Puducherry
456139,1999-12-01,25.116,Puducherry
456140,2000-01-01,25.526,Puducherry
456141,2000-02-01,26.864,Puducherry
456142,2000-03-01,28.29,Puducherry
456143,2000-04-01,30.139,Puducherry
456144,2000-05-01,30.646,Puducherry
456145,2000-06-01,28.718000000000004,Puducherry
456146,2000-07-01,28.42,Puducherry
456147,2000-08-01,27.61,Puducherry
456148,2000-09-01,28.011,Puducherry
456149,2000-10-01,27.196,Puducherry
456150,2000-11-01,26.621,Puducherry
456151,2000-12-01,24.918000000000006,Puducherry
456152,2001-01-01,25.4,Puducherry
456153,2001-02-01,27.05,Puducherry
456154,2001-03-01,28.844,Puducherry
456155,2001-04-01,29.249,Puducherry
456156,2001-05-01,30.985,Puducherry
456157,2001-06-01,29.086,Puducherry
456158,2001-07-01,28.762,Puducherry
456159,2001-08-01,28.213,Puducherry
456160,2001-09-01,28.349,Puducherry
456161,2001-10-01,27.181,Puducherry
456162,2001-11-01,26.72600000000001,Puducherry
456163,2001-12-01,25.29,Puducherry
456164,2002-01-01,25.705,Puducherry
456165,2002-02-01,26.539,Puducherry
456166,2002-03-01,28.861,Puducherry
456167,2002-04-01,30.367,Puducherry
456168,2002-05-01,30.916,Puducherry
456169,2002-06-01,29.394,Puducherry
456170,2002-07-01,29.49,Puducherry
456171,2002-08-01,28.41500000000001,Puducherry
456172,2002-09-01,28.791999999999998,Puducherry
456173,2002-10-01,27.491,Puducherry
456174,2002-11-01,26.379,Puducherry
456175,2002-12-01,25.262,Puducherry
456176,2003-01-01,25.435,Puducherry
456177,2003-02-01,27.348000000000006,Puducherry
456178,2003-03-01,28.783,Puducherry
456179,2003-04-01,30.155,Puducherry
456180,2003-05-01,31.203000000000007,Puducherry
456181,2003-06-01,30.377,Puducherry
456182,2003-07-01,28.574,Puducherry
456183,2003-08-01,28.285,Puducherry
456184,2003-09-01,28.683000000000003,Puducherry
456185,2003-10-01,27.499000000000002,Puducherry
456186,2003-11-01,26.38300000000001,Puducherry
456187,2003-12-01,25.439,Puducherry
456188,2004-01-01,25.479,Puducherry
456189,2004-02-01,26.462,Puducherry
456190,2004-03-01,28.899,Puducherry
456191,2004-04-01,30.385,Puducherry
456192,2004-05-01,28.919,Puducherry
456193,2004-06-01,28.969,Puducherry
456194,2004-07-01,28.387,Puducherry
456195,2004-08-01,28.72300000000001,Puducherry
456196,2004-09-01,27.593000000000004,Puducherry
456197,2004-10-01,26.905,Puducherry
456198,2004-11-01,26.1,Puducherry
456199,2004-12-01,25.307,Puducherry
456200,2005-01-01,25.851,Puducherry
456201,2005-02-01,26.971999999999998,Puducherry
456202,2005-03-01,29.019,Puducherry
456203,2005-04-01,29.366,Puducherry
456204,2005-05-01,30.672,Puducherry
456205,2005-06-01,29.843000000000004,Puducherry
456206,2005-07-01,28.612,Puducherry
456207,2005-08-01,28.661,Puducherry
456208,2005-09-01,27.998,Puducherry
456209,2005-10-01,27.121,Puducherry
456210,2005-11-01,25.523000000000003,Puducherry
456211,2005-12-01,25.215,Puducherry
456212,2006-01-01,25.23,Puducherry
456213,2006-02-01,26.215,Puducherry
456214,2006-03-01,28.561999999999998,Puducherry
456215,2006-04-01,30.014,Puducherry
456216,2006-05-01,30.082,Puducherry
456217,2006-06-01,29.221999999999998,Puducherry
456218,2006-07-01,29.041,Puducherry
456219,2006-08-01,28.489,Puducherry
456220,2006-09-01,28.006,Puducherry
456221,2006-10-01,27.225,Puducherry
456222,2006-11-01,26.464000000000002,Puducherry
456223,2006-12-01,25.58,Puducherry
456224,2007-01-01,25.644,Puducherry
456225,2007-02-01,26.631,Puducherry
456226,2007-03-01,28.643,Puducherry
456227,2007-04-01,29.867,Puducherry
456228,2007-05-01,31.196,Puducherry
456229,2007-06-01,29.053,Puducherry
456230,2007-07-01,28.515,Puducherry
456231,2007-08-01,27.988000000000003,Puducherry
456232,2007-09-01,27.914,Puducherry
456233,2007-10-01,27.406,Puducherry
456234,2007-11-01,26.315,Puducherry
456235,2007-12-01,25.433000000000003,Puducherry
456236,2008-01-01,25.39,Puducherry
456237,2008-02-01,26.837,Puducherry
456238,2008-03-01,27.474,Puducherry
456239,2008-04-01,29.46,Puducherry
456240,2008-05-01,30.695,Puducherry
456241,2008-06-01,29.17,Puducherry
456242,2008-07-01,28.564,Puducherry
456243,2008-08-01,28.014,Puducherry
456244,2008-09-01,28.161,Puducherry
456245,2008-10-01,27.324,Puducherry
456246,2008-11-01,26.597,Puducherry
456247,2008-12-01,25.651,Puducherry
456248,2009-01-01,25.369,Puducherry
456249,2009-02-01,26.904,Puducherry
456250,2009-03-01,28.587,Puducherry
456251,2009-04-01,30.112,Puducherry
456252,2009-05-01,30.528000000000002,Puducherry
456253,2009-06-01,29.906,Puducherry
456254,2009-07-01,28.878,Puducherry
456255,2009-08-01,28.677,Puducherry
456256,2009-09-01,28.548,Puducherry
456257,2009-10-01,28.03700000000001,Puducherry
456258,2009-11-01,26.684,Puducherry
456259,2009-12-01,25.685,Puducherry
456260,2010-01-01,25.809,Puducherry
456261,2010-02-01,27.055999999999997,Puducherry
456262,2010-03-01,29.366999999999997,Puducherry
456263,2010-04-01,30.898000000000003,Puducherry
456264,2010-05-01,30.828000000000007,Puducherry
456265,2010-06-01,29.299,Puducherry
456266,2010-07-01,28.272,Puducherry
456267,2010-08-01,27.989,Puducherry
456268,2010-09-01,27.846,Puducherry
456269,2010-10-01,27.531,Puducherry
456270,2010-11-01,26.459,Puducherry
456271,2010-12-01,25.032,Puducherry
456272,2011-01-01,25.256999999999998,Puducherry
456273,2011-02-01,26.194000000000006,Puducherry
456274,2011-03-01,28.445,Puducherry
456275,2011-04-01,29.285,Puducherry
456276,2011-05-01,30.644000000000002,Puducherry
456277,2011-06-01,29.697,Puducherry
456278,2011-07-01,28.586,Puducherry
456279,2011-08-01,28.117,Puducherry
456280,2011-09-01,28.361,Puducherry
456281,2011-10-01,27.643,Puducherry
456282,2011-11-01,26.373,Puducherry
456283,2011-12-01,25.538,Puducherry
456284,2012-01-01,25.5,Puducherry
456285,2012-02-01,26.919,Puducherry
456286,2012-03-01,29.16,Puducherry
456287,2012-04-01,30.2,Puducherry
456288,2012-05-01,31.077,Puducherry
456289,2012-06-01,30.55,Puducherry
456290,2012-07-01,29.411,Puducherry
456291,2012-08-01,28.668000000000006,Puducherry
456292,2012-09-01,28.899,Puducherry
456293,2012-10-01,27.716,Puducherry
456294,2012-11-01,27.13600000000001,Puducherry
456295,2012-12-01,26.285999999999998,Puducherry
456296,2013-01-01,26.15,Puducherry
456297,2013-02-01,27.186999999999998,Puducherry
456298,2013-03-01,29.037,Puducherry
456299,2013-04-01,31.044,Puducherry
456300,2013-05-01,31.899,Puducherry
456301,2013-06-01,29.659,Puducherry
456302,2013-07-01,28.705,Puducherry
456303,2013-08-01,28.424,Puducherry
456304,2013-09-01,,Puducherry
456305,1816-03-01,18.64,Punjab
456306,1816-04-01,25.06600000000001,Punjab
456307,1816-05-01,30.78,Punjab
456308,1816-06-01,31.232,Punjab
456309,1816-07-01,28.9,Punjab
456310,1816-08-01,28.404,Punjab
456311,1816-09-01,26.289,Punjab
456312,1816-10-01,20.932,Punjab
456313,1816-11-01,16.299,Punjab
456314,1816-12-01,11.452,Punjab
456315,1817-01-01,11.003,Punjab
456316,1817-02-01,14.683,Punjab
456317,1817-03-01,19.128,Punjab
456318,1817-04-01,25.833000000000002,Punjab
456319,1817-05-01,29.41,Punjab
456320,1817-06-01,30.361,Punjab
456321,1817-07-01,29.225,Punjab
456322,1817-08-01,29.254,Punjab
456323,1817-09-01,25.15,Punjab
456324,1817-10-01,21.705,Punjab
456325,1817-11-01,17.111,Punjab
456326,1817-12-01,10.48,Punjab
456327,1818-01-01,11.0,Punjab
456328,1818-02-01,12.7,Punjab
456329,1818-03-01,19.96,Punjab
456330,1818-04-01,27.10100000000001,Punjab
456331,1818-05-01,31.248,Punjab
456332,1818-06-01,32.683,Punjab
456333,1818-07-01,29.783,Punjab
456334,1818-08-01,28.836,Punjab
456335,1818-09-01,26.39,Punjab
456336,1818-10-01,22.001,Punjab
456337,1818-11-01,17.285999999999998,Punjab
456338,1818-12-01,11.991,Punjab
456339,1819-01-01,9.872,Punjab
456340,1819-02-01,13.111,Punjab
456341,1819-03-01,17.747,Punjab
456342,1819-04-01,24.499000000000002,Punjab
456343,1819-05-01,29.756,Punjab
456344,1819-06-01,31.49,Punjab
456345,1819-07-01,29.733,Punjab
456346,1819-08-01,28.262,Punjab
456347,1819-09-01,27.032,Punjab
456348,1819-10-01,23.783,Punjab
456349,1819-11-01,17.42,Punjab
456350,1819-12-01,11.501,Punjab
456351,1820-01-01,,Punjab
456352,1820-02-01,12.851,Punjab
456353,1820-03-01,18.945999999999998,Punjab
456354,1820-04-01,26.438000000000002,Punjab
456355,1820-05-01,31.00500000000001,Punjab
456356,1820-06-01,31.979,Punjab
456357,1820-07-01,29.929000000000002,Punjab
456358,1820-08-01,27.877,Punjab
456359,1820-09-01,27.209,Punjab
456360,1820-10-01,22.682,Punjab
456361,1820-11-01,16.755000000000006,Punjab
456362,1820-12-01,11.284,Punjab
456363,1821-01-01,12.4,Punjab
456364,1821-02-01,15.172,Punjab
456365,1821-03-01,19.872,Punjab
456366,1821-04-01,25.439,Punjab
456367,1821-05-01,31.099,Punjab
456368,1821-06-01,31.876,Punjab
456369,1821-07-01,29.912,Punjab
456370,1821-08-01,28.903,Punjab
456371,1821-09-01,26.22,Punjab
456372,1821-10-01,23.338,Punjab
456373,1821-11-01,18.138,Punjab
456374,1821-12-01,12.62,Punjab
456375,1822-01-01,12.598,Punjab
456376,1822-02-01,15.992,Punjab
456377,1822-03-01,22.148000000000003,Punjab
456378,1822-04-01,25.839000000000002,Punjab
456379,1822-05-01,30.643,Punjab
456380,1822-06-01,32.012,Punjab
456381,1822-07-01,30.828000000000007,Punjab
456382,1822-08-01,28.824,Punjab
456383,1822-09-01,26.761,Punjab
456384,1822-10-01,22.69,Punjab
456385,1822-11-01,16.817,Punjab
456386,1822-12-01,11.17,Punjab
456387,1823-01-01,11.616,Punjab
456388,1823-02-01,14.012,Punjab
456389,1823-03-01,19.672,Punjab
456390,1823-04-01,25.959,Punjab
456391,1823-05-01,30.576,Punjab
456392,1823-06-01,32.799,Punjab
456393,1823-07-01,30.695,Punjab
456394,1823-08-01,28.654,Punjab
456395,1823-09-01,26.108,Punjab
456396,1823-10-01,22.772,Punjab
456397,1823-11-01,16.703000000000007,Punjab
456398,1823-12-01,,Punjab
456399,1824-01-01,,Punjab
456400,1824-02-01,,Punjab
456401,1824-03-01,,Punjab
456402,1824-04-01,,Punjab
456403,1824-05-01,,Punjab
456404,1824-06-01,,Punjab
456405,1824-07-01,,Punjab
456406,1824-08-01,,Punjab
456407,1824-09-01,,Punjab
456408,1824-10-01,,Punjab
456409,1824-11-01,,Punjab
456410,1824-12-01,,Punjab
456411,1825-01-01,,Punjab
456412,1825-02-01,,Punjab
456413,1825-03-01,,Punjab
456414,1825-04-01,,Punjab
456415,1825-05-01,,Punjab
456416,1825-06-01,,Punjab
456417,1825-07-01,,Punjab
456418,1825-08-01,,Punjab
456419,1825-09-01,,Punjab
456420,1825-10-01,,Punjab
456421,1825-11-01,,Punjab
456422,1825-12-01,,Punjab
456423,1826-01-01,,Punjab
456424,1826-02-01,,Punjab
456425,1826-03-01,,Punjab
456426,1826-04-01,,Punjab
456427,1826-05-01,,Punjab
456428,1826-06-01,,Punjab
456429,1826-07-01,,Punjab
456430,1826-08-01,,Punjab
456431,1826-09-01,,Punjab
456432,1826-10-01,,Punjab
456433,1826-11-01,,Punjab
456434,1826-12-01,,Punjab
456435,1827-01-01,,Punjab
456436,1827-02-01,,Punjab
456437,1827-03-01,,Punjab
456438,1827-04-01,,Punjab
456439,1827-05-01,,Punjab
456440,1827-06-01,,Punjab
456441,1827-07-01,,Punjab
456442,1827-08-01,,Punjab
456443,1827-09-01,,Punjab
456444,1827-10-01,,Punjab
456445,1827-11-01,,Punjab
456446,1827-12-01,,Punjab
456447,1828-01-01,,Punjab
456448,1828-02-01,,Punjab
456449,1828-03-01,,Punjab
456450,1828-04-01,,Punjab
456451,1828-05-01,,Punjab
456452,1828-06-01,,Punjab
456453,1828-07-01,,Punjab
456454,1828-08-01,,Punjab
456455,1828-09-01,,Punjab
456456,1828-10-01,,Punjab
456457,1828-11-01,,Punjab
456458,1828-12-01,,Punjab
456459,1829-01-01,,Punjab
456460,1829-02-01,,Punjab
456461,1829-03-01,,Punjab
456462,1829-04-01,,Punjab
456463,1829-05-01,,Punjab
456464,1829-06-01,,Punjab
456465,1829-07-01,,Punjab
456466,1829-08-01,,Punjab
456467,1829-09-01,,Punjab
456468,1829-10-01,,Punjab
456469,1829-11-01,,Punjab
456470,1829-12-01,,Punjab
456471,1830-01-01,,Punjab
456472,1830-02-01,,Punjab
456473,1830-03-01,,Punjab
456474,1830-04-01,,Punjab
456475,1830-05-01,,Punjab
456476,1830-06-01,,Punjab
456477,1830-07-01,,Punjab
456478,1830-08-01,,Punjab
456479,1830-09-01,,Punjab
456480,1830-10-01,,Punjab
456481,1830-11-01,,Punjab
456482,1830-12-01,,Punjab
456483,1831-01-01,,Punjab
456484,1831-02-01,,Punjab
456485,1831-03-01,,Punjab
456486,1831-04-01,,Punjab
456487,1831-05-01,,Punjab
456488,1831-06-01,,Punjab
456489,1831-07-01,,Punjab
456490,1831-08-01,,Punjab
456491,1831-09-01,,Punjab
456492,1831-10-01,,Punjab
456493,1831-11-01,,Punjab
456494,1831-12-01,,Punjab
456495,1832-01-01,,Punjab
456496,1832-02-01,,Punjab
456497,1832-03-01,,Punjab
456498,1832-04-01,,Punjab
456499,1832-05-01,,Punjab
456500,1832-06-01,,Punjab
456501,1832-07-01,,Punjab
456502,1832-08-01,,Punjab
456503,1832-09-01,,Punjab
456504,1832-10-01,,Punjab
456505,1832-11-01,,Punjab
456506,1832-12-01,,Punjab
456507,1833-01-01,12.226,Punjab
456508,1833-02-01,14.372,Punjab
456509,1833-03-01,19.137,Punjab
456510,1833-04-01,25.359,Punjab
456511,1833-05-01,30.224,Punjab
456512,1833-06-01,32.328,Punjab
456513,1833-07-01,30.548000000000002,Punjab
456514,1833-08-01,28.765,Punjab
456515,1833-09-01,27.166,Punjab
456516,1833-10-01,23.028000000000002,Punjab
456517,1833-11-01,18.898,Punjab
456518,1833-12-01,13.190999999999999,Punjab
456519,1834-01-01,10.343,Punjab
456520,1834-02-01,14.308,Punjab
456521,1834-03-01,20.05,Punjab
456522,1834-04-01,25.44700000000001,Punjab
456523,1834-05-01,31.21,Punjab
456524,1834-06-01,31.621,Punjab
456525,1834-07-01,30.675,Punjab
456526,1834-08-01,28.908,Punjab
456527,1834-09-01,27.474,Punjab
456528,1834-10-01,23.278,Punjab
456529,1834-11-01,18.354000000000006,Punjab
456530,1834-12-01,13.425999999999998,Punjab
456531,1835-01-01,12.386,Punjab
456532,1835-02-01,14.399000000000001,Punjab
456533,1835-03-01,18.599,Punjab
456534,1835-04-01,24.995,Punjab
456535,1835-05-01,29.51400000000001,Punjab
456536,1835-06-01,30.933000000000003,Punjab
456537,1835-07-01,29.598000000000006,Punjab
456538,1835-08-01,27.808000000000003,Punjab
456539,1835-09-01,25.921999999999997,Punjab
456540,1835-10-01,22.661,Punjab
456541,1835-11-01,16.262,Punjab
456542,1835-12-01,11.258,Punjab
456543,1836-01-01,11.384,Punjab
456544,1836-02-01,13.86,Punjab
456545,1836-03-01,19.635,Punjab
456546,1836-04-01,25.12,Punjab
456547,1836-05-01,,Punjab
456548,1836-06-01,31.893,Punjab
456549,1836-07-01,30.378,Punjab
456550,1836-08-01,28.474,Punjab
456551,1836-09-01,26.995,Punjab
456552,1836-10-01,23.748,Punjab
456553,1836-11-01,16.804000000000002,Punjab
456554,1836-12-01,12.982999999999999,Punjab
456555,1837-01-01,,Punjab
456556,1837-02-01,,Punjab
456557,1837-03-01,,Punjab
456558,1837-04-01,,Punjab
456559,1837-05-01,,Punjab
456560,1837-06-01,,Punjab
456561,1837-07-01,30.346,Punjab
456562,1837-08-01,28.838,Punjab
456563,1837-09-01,27.291999999999998,Punjab
456564,1837-10-01,22.857,Punjab
456565,1837-11-01,17.090999999999998,Punjab
456566,1837-12-01,13.005,Punjab
456567,1838-01-01,,Punjab
456568,1838-02-01,,Punjab
456569,1838-03-01,,Punjab
456570,1838-04-01,25.128,Punjab
456571,1838-05-01,,Punjab
456572,1838-06-01,31.886,Punjab
456573,1838-07-01,31.238000000000003,Punjab
456574,1838-08-01,29.154,Punjab
456575,1838-09-01,27.122,Punjab
456576,1838-10-01,23.787,Punjab
456577,1838-11-01,17.688000000000006,Punjab
456578,1838-12-01,,Punjab
456579,1839-01-01,,Punjab
456580,1839-02-01,,Punjab
456581,1839-03-01,,Punjab
456582,1839-04-01,,Punjab
456583,1839-05-01,,Punjab
456584,1839-06-01,,Punjab
456585,1839-07-01,,Punjab
456586,1839-08-01,,Punjab
456587,1839-09-01,,Punjab
456588,1839-10-01,,Punjab
456589,1839-11-01,,Punjab
456590,1839-12-01,,Punjab
456591,1840-01-01,12.401000000000002,Punjab
456592,1840-02-01,14.219000000000001,Punjab
456593,1840-03-01,18.722,Punjab
456594,1840-04-01,25.754,Punjab
456595,1840-05-01,30.709000000000003,Punjab
456596,1840-06-01,32.161,Punjab
456597,1840-07-01,31.465,Punjab
456598,1840-08-01,28.903,Punjab
456599,1840-09-01,26.95,Punjab
456600,1840-10-01,,Punjab
456601,1840-11-01,16.867,Punjab
456602,1840-12-01,12.287,Punjab
456603,1841-01-01,11.052,Punjab
456604,1841-02-01,,Punjab
456605,1841-03-01,18.015,Punjab
456606,1841-04-01,24.408,Punjab
456607,1841-05-01,30.381,Punjab
456608,1841-06-01,31.897,Punjab
456609,1841-07-01,31.047,Punjab
456610,1841-08-01,29.095,Punjab
456611,1841-09-01,27.095,Punjab
456612,1841-10-01,,Punjab
456613,1841-11-01,17.381,Punjab
456614,1841-12-01,12.207,Punjab
456615,1842-01-01,,Punjab
456616,1842-02-01,,Punjab
456617,1842-03-01,20.334,Punjab
456618,1842-04-01,26.217,Punjab
456619,1842-05-01,30.469,Punjab
456620,1842-06-01,,Punjab
456621,1842-07-01,30.228,Punjab
456622,1842-08-01,28.829,Punjab
456623,1842-09-01,26.85,Punjab
456624,1842-10-01,23.201,Punjab
456625,1842-11-01,17.495,Punjab
456626,1842-12-01,13.769,Punjab
456627,1843-01-01,12.229000000000001,Punjab
456628,1843-02-01,15.344000000000001,Punjab
456629,1843-03-01,19.29,Punjab
456630,1843-04-01,25.676,Punjab
456631,1843-05-01,30.012,Punjab
456632,1843-06-01,31.789,Punjab
456633,1843-07-01,30.638,Punjab
456634,1843-08-01,29.081,Punjab
456635,1843-09-01,27.171999999999997,Punjab
456636,1843-10-01,23.544,Punjab
456637,1843-11-01,17.195,Punjab
456638,1843-12-01,12.872,Punjab
456639,1844-01-01,11.664000000000001,Punjab
456640,1844-02-01,13.118,Punjab
456641,1844-03-01,19.418,Punjab
456642,1844-04-01,25.029,Punjab
456643,1844-05-01,29.674000000000003,Punjab
456644,1844-06-01,31.62,Punjab
456645,1844-07-01,30.276,Punjab
456646,1844-08-01,28.864,Punjab
456647,1844-09-01,26.750999999999998,Punjab
456648,1844-10-01,23.684,Punjab
456649,1844-11-01,17.189,Punjab
456650,1844-12-01,12.132,Punjab
456651,1845-01-01,12.209000000000001,Punjab
456652,1845-02-01,13.214,Punjab
456653,1845-03-01,19.682,Punjab
456654,1845-04-01,25.60100000000001,Punjab
456655,1845-05-01,30.612,Punjab
456656,1845-06-01,31.816,Punjab
456657,1845-07-01,30.816,Punjab
456658,1845-08-01,29.215999999999998,Punjab
456659,1845-09-01,27.392,Punjab
456660,1845-10-01,23.129,Punjab
456661,1845-11-01,17.346,Punjab
456662,1845-12-01,11.385,Punjab
456663,1846-01-01,12.727,Punjab
456664,1846-02-01,15.196,Punjab
456665,1846-03-01,20.873,Punjab
456666,1846-04-01,25.047,Punjab
456667,1846-05-01,30.72900000000001,Punjab
456668,1846-06-01,32.445,Punjab
456669,1846-07-01,31.505,Punjab
456670,1846-08-01,29.668000000000006,Punjab
456671,1846-09-01,27.469,Punjab
456672,1846-10-01,22.91,Punjab
456673,1846-11-01,17.769000000000005,Punjab
456674,1846-12-01,13.511,Punjab
456675,1847-01-01,12.584000000000001,Punjab
456676,1847-02-01,14.937000000000001,Punjab
456677,1847-03-01,18.942,Punjab
456678,1847-04-01,25.81,Punjab
456679,1847-05-01,30.199,Punjab
456680,1847-06-01,31.575,Punjab
456681,1847-07-01,30.859,Punjab
456682,1847-08-01,29.068,Punjab
456683,1847-09-01,27.338,Punjab
456684,1847-10-01,23.457,Punjab
456685,1847-11-01,17.893,Punjab
456686,1847-12-01,11.038,Punjab
456687,1848-01-01,10.35,Punjab
456688,1848-02-01,14.412,Punjab
456689,1848-03-01,18.93,Punjab
456690,1848-04-01,25.291,Punjab
456691,1848-05-01,29.995,Punjab
456692,1848-06-01,31.372,Punjab
456693,1848-07-01,30.703000000000007,Punjab
456694,1848-08-01,29.131,Punjab
456695,1848-09-01,26.989,Punjab
456696,1848-10-01,23.269000000000002,Punjab
456697,1848-11-01,17.082,Punjab
456698,1848-12-01,12.443,Punjab
456699,1849-01-01,11.274000000000001,Punjab
456700,1849-02-01,13.604000000000001,Punjab
456701,1849-03-01,19.737,Punjab
456702,1849-04-01,25.48500000000001,Punjab
456703,1849-05-01,30.134,Punjab
456704,1849-06-01,31.408,Punjab
456705,1849-07-01,30.617,Punjab
456706,1849-08-01,29.113000000000003,Punjab
456707,1849-09-01,27.016,Punjab
456708,1849-10-01,23.529,Punjab
456709,1849-11-01,17.537000000000006,Punjab
456710,1849-12-01,11.77,Punjab
456711,1850-01-01,10.675999999999998,Punjab
456712,1850-02-01,13.934000000000001,Punjab
456713,1850-03-01,19.488,Punjab
456714,1850-04-01,25.283,Punjab
456715,1850-05-01,29.826,Punjab
456716,1850-06-01,32.021,Punjab
456717,1850-07-01,31.158,Punjab
456718,1850-08-01,29.588,Punjab
456719,1850-09-01,27.686,Punjab
456720,1850-10-01,24.055,Punjab
456721,1850-11-01,17.994,Punjab
456722,1850-12-01,12.32,Punjab
456723,1851-01-01,11.010000000000002,Punjab
456724,1851-02-01,13.832,Punjab
456725,1851-03-01,19.28,Punjab
456726,1851-04-01,24.812,Punjab
456727,1851-05-01,30.786,Punjab
456728,1851-06-01,32.026,Punjab
456729,1851-07-01,30.812,Punjab
456730,1851-08-01,29.401,Punjab
456731,1851-09-01,27.678,Punjab
456732,1851-10-01,24.021,Punjab
456733,1851-11-01,17.312,Punjab
456734,1851-12-01,12.869000000000002,Punjab
456735,1852-01-01,11.868,Punjab
456736,1852-02-01,14.396,Punjab
456737,1852-03-01,18.277,Punjab
456738,1852-04-01,25.158,Punjab
456739,1852-05-01,30.599,Punjab
456740,1852-06-01,31.944000000000006,Punjab
456741,1852-07-01,30.87,Punjab
456742,1852-08-01,29.12,Punjab
456743,1852-09-01,27.544,Punjab
456744,1852-10-01,23.783,Punjab
456745,1852-11-01,16.721,Punjab
456746,1852-12-01,12.914,Punjab
456747,1853-01-01,10.483,Punjab
456748,1853-02-01,13.783,Punjab
456749,1853-03-01,19.574,Punjab
456750,1853-04-01,25.169,Punjab
456751,1853-05-01,30.908,Punjab
456752,1853-06-01,32.581,Punjab
456753,1853-07-01,31.473000000000006,Punjab
456754,1853-08-01,29.634,Punjab
456755,1853-09-01,27.9,Punjab
456756,1853-10-01,23.39,Punjab
456757,1853-11-01,17.048000000000002,Punjab
456758,1853-12-01,12.940999999999999,Punjab
456759,1854-01-01,11.875,Punjab
456760,1854-02-01,13.689,Punjab
456761,1854-03-01,19.694000000000006,Punjab
456762,1854-04-01,25.157,Punjab
456763,1854-05-01,30.911,Punjab
456764,1854-06-01,31.861,Punjab
456765,1854-07-01,31.157,Punjab
456766,1854-08-01,29.619,Punjab
456767,1854-09-01,27.587,Punjab
456768,1854-10-01,24.577,Punjab
456769,1854-11-01,17.91,Punjab
456770,1854-12-01,13.040999999999999,Punjab
456771,1855-01-01,12.137,Punjab
456772,1855-02-01,15.02,Punjab
456773,1855-03-01,,Punjab
456774,1855-04-01,26.813000000000002,Punjab
456775,1855-05-01,31.37,Punjab
456776,1855-06-01,32.264,Punjab
456777,1855-07-01,30.706,Punjab
456778,1855-08-01,29.465,Punjab
456779,1855-09-01,27.474,Punjab
456780,1855-10-01,23.482,Punjab
456781,1855-11-01,17.352,Punjab
456782,1855-12-01,11.999,Punjab
456783,1856-01-01,11.925999999999998,Punjab
456784,1856-02-01,13.918,Punjab
456785,1856-03-01,19.234,Punjab
456786,1856-04-01,25.545,Punjab
456787,1856-05-01,,Punjab
456788,1856-06-01,32.212,Punjab
456789,1856-07-01,30.61,Punjab
456790,1856-08-01,28.54,Punjab
456791,1856-09-01,26.974,Punjab
456792,1856-10-01,23.199,Punjab
456793,1856-11-01,17.368000000000002,Punjab
456794,1856-12-01,12.853,Punjab
456795,1857-01-01,11.193,Punjab
456796,1857-02-01,13.582,Punjab
456797,1857-03-01,18.925,Punjab
456798,1857-04-01,24.495,Punjab
456799,1857-05-01,29.842,Punjab
456800,1857-06-01,31.108,Punjab
456801,1857-07-01,30.27,Punjab
456802,1857-08-01,28.929,Punjab
456803,1857-09-01,27.511,Punjab
456804,1857-10-01,22.912,Punjab
456805,1857-11-01,17.272000000000002,Punjab
456806,1857-12-01,12.918,Punjab
456807,1858-01-01,,Punjab
456808,1858-02-01,,Punjab
